id,ja_name,scientific_name,family,genus,leaf_persistence,leaf_type,leaf_complexity,leaf_arrangement,leaf_margin,serration,source_note,reference_page,review_status,review_confidence,needs_review_reason,family_ja_raw,family_latin_raw,genus_ja_raw,genus_latin_raw,leaf_type_raw,leaf_complexity_raw,leaf_arrangement_raw,leaf_margin_raw,serration_raw,trait_label_terms_raw,trait_terms_raw
trait-candidate-0160,トウコマツナギ,,マメ科,Indigofera,落葉,広葉樹,羽状複葉,,,,入力支援候補。公開前に要確認,203,needs_review,high,scientific_name_to_be_filled_later,マメ科,Fabaceae,コマツナギ属,Indigofera,,羽状複葉;複葉,,,,羽状複葉;全縁落葉樹;落葉樹,落葉;羽状複葉;複葉
trait-candidate-0161,ニワフジ,,マメ科,Indigofera/Caragana,落葉,広葉樹,羽状複葉,,全縁,なし,入力支援候補。公開前に要確認,204,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,コマツナギ属,Indigofera/Caragana,,羽状複葉;複葉,,全縁,,羽状複葉;全縁落葉樹;全縁;落葉樹,落葉;羽状複葉;複葉;全縁
trait-candidate-0162,ムラサキナツフジ,,マメ科,Callerya/Wisteria,常緑;落葉,広葉樹,羽状複葉,,全縁,なし,入力支援候補。公開前に要確認,205,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ムラサキナツフジ属,Callerya/Wisteria,,羽状複葉;複葉,,全縁,,羽状複葉;全縁;常緑樹;●羽状複葉;落葉樹,常緑;落葉;羽状複葉;複葉;全縁
trait-candidate-0163,フジ,,マメ科,Wisteria,落葉,広葉樹,羽状複葉,互生,全縁,なし,入力支援候補。公開前に要確認,206,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,フジ属,Wisteria,,羽状複葉;複葉,互生,全縁,,●羽状複葉互生;羽状複葉;全縁;落葉樹,落葉;羽状複葉;複葉;互生;全縁
trait-candidate-0164,ヤマフジ,,マメ科,Wisteria,落葉,広葉樹,羽状複葉,互生,,,入力支援候補。公開前に要確認,207,needs_review,high,scientific_name_to_be_filled_later,マメ科,Fabaceae,フジ属,Wisteria,,羽状複葉;複葉,互生,,,羽状複葉;互生;落葉樹,落葉;羽状複葉;複葉;互生
trait-candidate-0165,サイカチ,,マメ科,Gleditsia,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,208,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,サイカチ属,Gleditsia,,羽状複葉;複葉,互生,,鋸歯,羽状複葉互生;羽状複葉;全縁・鋸歯緑落葉樹,落葉;羽状複葉;複葉;互生;全縁;鋸歯
trait-candidate-0166,ジャケツイバラ,,マメ科,Caesalpinia,落葉,広葉樹,羽状複葉,互生,,,入力支援候補。公開前に要確認,209,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ジャケツイパラ属,Caesalpinia,,羽状複葉;複葉,互生,,,昭羽状複葉互生;全縁落葉樹,落葉;羽状複葉;複葉;互生
trait-candidate-0167,ネムノキ,,マメ科,Albizia,落葉,広葉樹,羽状複葉,,全縁,なし,入力支援候補。公開前に要確認,210,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ネムノキ属,Albizia,,羽状複葉;複葉,,全縁,,羽状複葉;全縁;落葉樹,落葉;羽状複葉;複葉;全縁
trait-candidate-0168,フサアカシア,,マメ科,Acacia,常緑,広葉樹,羽状複葉,,,,入力支援候補。公開前に要確認,211,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,アカシア属,Acacia,,羽状複葉;複葉,,,,羽状複葉;常緑樹,常緑;羽状複葉;複葉
trait-candidate-0169,ギンヨウアカシア,,マメ科,Acacia,常緑,広葉樹,羽状複葉;単葉,,全縁,なし,入力支援候補。公開前に要確認,212,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,アカシア属,Acacia,,羽状複葉;不分裂葉;分裂葉;複葉,,全縁,,羽状複葉;全縁;常緑樹;不分裂葉,常緑;羽状複葉;不分裂葉;分裂葉;複葉;全縁
trait-candidate-0170,ブルーブッシュアカシア,,マメ科,AcAcacia,常緑,広葉樹,単葉,,全縁,なし,入力支援候補。公開前に要確認,213,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,アカシア属,AcAcacia,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹,常緑;羽状複葉;不分裂葉;分裂葉;複葉;全縁;鋸歯
trait-candidate-0171,パールアカシア,,マメ科,Acacia,常緑,広葉樹,単葉,互生,全縁,なし,入力支援候補。公開前に要確認,214,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,アカシア属,Acacia,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;互生;全縁
trait-candidate-0172,アメリカデイゴ,,マメ科,Erythrina,落葉,広葉樹,三出複葉,,,,入力支援候補。公開前に要確認,215,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,デイゴ属,Erythrina,,三出複葉;複葉,,,,三出複葉;全縁落葉樹;落葉樹,落葉;三出複葉;複葉
trait-candidate-0173,クズ,,マメ科,Pueraria,落葉,広葉樹,三出複葉,互生,全縁,なし,入力支援候補。公開前に要確認,216,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,クズ属,Pueraria,,三出複葉;複葉,互生,全縁,,……三出後葉互生全縁;三出複葉互生;三出複葉;全縁;落葉樹,落葉;三出複葉;複葉;互生;全縁;切れ込み
trait-candidate-0174,キングサリ,,マメ科,Laburnum/Euchresta,常緑;落葉,広葉樹,三出複葉,,,,入力支援候補。公開前に要確認,217,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,キングサリ属,Laburnum/Euchresta,,三出複葉;複葉,,,,"""三出複葉;全縁落葉樹;落葉樹;二出複葉;全縁常緑樹;常緑樹",常緑;落葉;三出複葉;複葉
trait-candidate-0175,ミソナオシ,,マメ科,Ohwia/Cytisus,常緑;落葉,広葉樹,三出複葉,,全縁,なし,入力支援候補。公開前に要確認,218,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ミソナオシ属,Ohwia/Cytisus,,三出複葉;複葉,,全縁,,"""三出複葉;全縁;落葉樹",常緑;落葉;三出複葉;不分裂葉;分裂葉;複葉;全縁
trait-candidate-0176,キハギ,,マメ科,Lespedeza,落葉,広葉樹,三出複葉,互生,全縁,なし,入力支援候補。公開前に要確認,219,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ハギ属,Lespedeza,,三出複葉;複葉,互生,全縁,,三出複葉 互生;全縁;落葉樹,落葉;三出複葉;複葉;互生;全縁
trait-candidate-0177,ヤマハギ,,マメ科,Lespedeza,落葉,広葉樹,三出複葉,,全縁,なし,入力支援候補。公開前に要確認,220,needs_review,high,scientific_name_to_be_filled_later,マメ科,Fabaceae,ハギ属,Lespedeza,,三出複葉;複葉,,全縁,,三出複葉;全縁;落葉樹,落葉;三出複葉;複葉;全縁
trait-candidate-0178,ミヤギノハギ,,マメ科,Lespeza,落葉,広葉樹,三出複葉,,全縁,なし,入力支援候補。公開前に要確認,221,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ハギ属,Lespeza,,三出複葉;複葉,,全縁,,三出複葉;全縁;落葉樹,落葉;三出複葉;複葉;全縁
trait-candidate-0179,ハナズオウ,,マメ科,Cercis,落葉,広葉樹,単葉,互生,全縁,なし,入力支援候補。公開前に要確認,222,needs_review,medium,low_mean_recognition_confidence;scientific_name_to_be_filled_later,マメ科,Fabaceae,ハナズオウ属,Cercis,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;落葉樹,落葉;不分裂葉;分裂葉;単葉;互生;全縁
trait-candidate-0180,ハカマカズラ,,マメ科,Phanera/Rosaceae,常緑;落葉,広葉樹,単葉,,全縁;鋸歯縁,あり,入力支援候補。公開前に要確認,223,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ハカマカズラ属,Phanera/Rosaceae,,不分裂葉;分裂葉,,全縁,鋸歯,全縁;常緑樹;不分裂葉;鋸歯縁;落葉樹,常緑;落葉;不分裂葉;分裂葉;全縁;切れ込み;鋸歯
trait-candidate-0181,ソメイヨシノ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,224,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
trait-candidate-0182,ヤマザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,225,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0183,カスミザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,226,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;不分裂葉 互生;▽鋸歯線落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
trait-candidate-0184,オオヤマザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,227,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯線;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
trait-candidate-0185,オオシマザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,228,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;不分裂葉 互生;鋸歯緑落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0186,サトザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,229,needs_review,high,scientific_name_to_be_filled_later,バラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;不分裂葉互生;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0187,カンヒザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,230,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
trait-candidate-0188,シナミザクラ,,バラ科,Cerasus,,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,23,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サクラ属,Cerasus,,,,,鋸歯,ノ鋸歯は鈍い,鋸歯
trait-candidate-0189,エドヒガン,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,232,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;の鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0190,マメザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,233,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯線;落葉樹;電鋸歯は,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
trait-candidate-0191,コヒガンザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,234,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
trait-candidate-0192,タカネザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,235,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;鋸歯緑落葉樹;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
trait-candidate-0193,ヒマラヤザクラ,,バラ科,Cerasus/Padus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,236,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus/Padus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0194,イヌザクラ,,バラ科,Padus,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,237,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ウワミズザクラ属,Padus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0195,ウワミズザクラ,,バラ科,Padus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,238,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ウワミズザクラ属,Padus,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
trait-candidate-0196,エゾノウワミズザクラ,,バラ科,Padus,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,239,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ウワミズザクラ属,Padus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;}鋸歯緑落葉樹;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0197,バクチノキ,,バラ科,Laurocerasus,常緑,広葉樹,単葉,,,,入力支援候補。公開前に要確認,240,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,バクチノキ属,Laurocerasus,,不分裂葉;分裂葉,,,,不分裂葉;常緑樹,常緑;不分裂葉;分裂葉;鋸歯
trait-candidate-0198,セイヨウバクチノキ,,バラ科,Laurocerasus,常緑,広葉樹,単葉,互生,全縁;鋸歯縁,あり,入力支援候補。公開前に要確認,241,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,バクチノキ属,Laurocerasus,,不分裂葉;分裂葉,互生,全縁,鋸歯,不分裂葉;一互生;鋸歯縁・全縁;常緑樹,常緑;広葉;不分裂葉;分裂葉;互生;全縁;鋸歯
trait-candidate-0199,モモ,,バラ科,Prunus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,242,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
trait-candidate-0200,ユスラウメ,,バラ科,Prunus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,243,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生;不分裂葉;鋸歯緑 落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
trait-candidate-0201,ウメ,,バラ科,Prunus,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,244,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
trait-candidate-0202,アンズ,,バラ科,Prunus,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,245,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯緑落葉樹;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0203,スモモ,,バラ科,Prunus,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,246,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;落葉樹;鋸歯は鈍い,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
trait-candidate-0204,ザイフリボク,,バラ科,Amelanchier,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,247,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ザイフリボク属,Amelanchier,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0205,カマツカ,,バラ科,Pourthiaea,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,248,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,カマツカ属,Pourthiaea,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;互生;鋸歯緑落葉樹;落葉樹;互生する,落葉;不分裂葉;分裂葉;互生;束生;鋸歯
trait-candidate-0206,セイヨウカマツカ,,バラ科,Aronia,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,249,needs_review,high,scientific_name_to_be_filled_later,バラ科,Rosaceae,アロニア属,Aronia,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;落葉樹,落葉;不分裂葉;分裂葉;互生
trait-candidate-0207,ヤマブキ,,バラ科,Kerria,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,250,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,ヤマブキ属,Kerria,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
trait-candidate-0208,シロヤマブキ,,バラ科,Rhodotypos,落葉,広葉樹,単葉,対生,鋸歯縁,あり,入力支援候補。公開前に要確認,251,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,シロヤマプキ属,Rhodotypos,,不分裂葉;分裂葉,対生,,鋸歯,不分裂葉;対生;鋸歯線落葉樹;落葉樹,落葉;不分裂葉;分裂葉;対生;鋸歯
trait-candidate-0209,アズキナシ,,バラ科,Aria,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,252,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,アズキナシ属,Aria,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生 鋸歯緑;不分裂葉 互生;不分裂葉;一鋸歯;落葉樹,落葉;羽状複葉;不分裂葉;分裂葉;複葉;互生;束生;重鋸歯;鋸歯
trait-candidate-0210,ウラジロノキ,,バラ科,Aria,落葉,広葉樹,単葉,束生,,,入力支援候補。公開前に要確認,253,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,アズキナシ属,Aria,,不分裂葉;分裂葉,束生,,,不分裂葉;落葉樹;つ束生する,落葉;不分裂葉;分裂葉;束生;重鋸歯;鋸歯
trait-candidate-0211,ズミ,,バラ科,Malus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,254,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus,,不分裂葉;分裂葉,互生,,鋸歯,分裂葉・不分裂葉互生〃鋸歯緑;分裂葉・不分裂葉;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;束生;切れ込み;鋸歯
trait-candidate-0212,エゾノコリンゴ,,バラ科,Malus,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,255,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;}鋸歯縁落葉樹;落葉樹;鋸歯はや,落葉;不分裂葉;分裂葉;互生;束生;鋸歯
trait-candidate-0213,ハナカイドウ,,バラ科,Malus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,256,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;落葉樹;の葉で鋸歯,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0214,リンゴ,,バラ科,Malus,落葉,広葉樹,単葉,,鋸歯縁,あり,入力支援候補。公開前に要確認,257,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0215,オオウラジロノキ,,バラ科,Malus/Pyrus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,258,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus/Pyrus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
trait-candidate-0216,ミチノクナシ,,バラ科,Pyrus,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,259,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,ナシ属,Pyrus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
trait-candidate-0217,ヤマナシ,,バラ科,Pyrus,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,260,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ナシ属,Pyrus,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0218,セイヨウナシ,,バラ科,Pyrus/Cydonia,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,261,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,ナシ属,Pyrus/Cydonia,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;「互生;鋸歯緑・全縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;全縁;鋸歯
trait-candidate-0219,ボケ,,バラ科,Chaenomeles,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,262,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ボケ属,Chaenomeles,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;束生;鋸歯
trait-candidate-0220,カリン,,バラ科,Pseudocydonia,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,263,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,カリン属,Pseudocydonia,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;全縁;鋸歯
trait-candidate-0221,アメリカテマリシモツケ,,バラ科,Physocarpus/Exochorda,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,264,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,テマリシモツケ属,Physocarpus/Exochorda,,不分裂葉;分裂葉,互生,,鋸歯,分裂葉・不分裂葉;分裂葉・不分裂葉互生;互生;落葉樹;不分裂葉;全縁・鋸歯縁,落葉;不分裂葉;分裂葉;互生;切れ込み;浅裂;鋸歯
trait-candidate-0222,シモツケ,,バラ科,Spiraea,落葉,広葉樹,単葉,,,,入力支援候補。公開前に要確認,265,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,シモツケ属,Spiraea,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
trait-candidate-0223,イブキシモツケ,,バラ科,Spiraea,落葉,広葉樹,単葉,互生,,,入力支援候補。公開前に要確認,266,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,シモツケ属,Spiraea,,不分裂葉;分裂葉,互生,,,不分裂葉・分裂葉;不分裂葉・分裂葉互生;落葉樹,落葉;不分裂葉;分裂葉;互生;浅裂;鋸歯
trait-candidate-0224,マルパシモツケ,,バラ科,Spiraea,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,267,needs_review,high,scientific_name_to_be_filled_later,バラ科,Rosaceae,シモツケ属,Spiraea,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
trait-candidate-0225,イワシモツケ,,バラ科,Spiraea,落葉,広葉樹,単葉,,全縁;鋸歯縁,あり,入力支援候補。公開前に要確認,268,needs_review,medium,low_mean_recognition_confidence;scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,シモツケ属,Spiraea,,不分裂葉;分裂葉,,全縁,鋸歯,不分裂葉;鋸歯緑・全縁;落葉樹,落葉;不分裂葉;分裂葉;全縁;鋸歯
trait-candidate-0226,コデマリ,,バラ科,Spiraeal,落葉,広葉樹,単葉,互生,鋸歯縁,あり,入力支援候補。公開前に要確認,269,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,シモツケ属,Spiraeal,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
trait-candidate-0227,ベニシタン,,バラ科,Cotoneaster,常緑,広葉樹,単葉,互生,全縁,なし,入力支援候補。公開前に要確認,270,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,シャリントウ属,Cotoneaster,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁常緑樹;全縁;常緑樹,常緑;半常緑;不分裂葉;分裂葉;互生;全縁
