id,ja_name,scientific_name,family,genus,leaf_persistence,leaf_type,leaf_complexity,leaf_arrangement,leaf_margin,serration,source_note,source_page,review_status,review_confidence,needs_review_reason,family_ja_ocr,family_latin_ocr,genus_ja_ocr,genus_latin_ocr,leaf_type_ocr,leaf_complexity_ocr,leaf_arrangement_ocr,leaf_margin_ocr,serration_ocr,trait_label_texts_ocr,trait_terms_detected_all_text
hayashi-2019-s098-r,アマヅル,,ブドウ科,Vitis,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.195 OCR候補。公開前に要確認,195,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,プドウ科,Vitaceae,プドウ属,Vitis,,不分裂葉;分裂葉,互生,,,不分裂葉・分裂葉互生;落葉樹,落葉;不分裂葉;分裂葉;互生;浅裂;深裂;鋸歯
hayashi-2019-s099-l,フジキ,,マメ科,Cladrastis,落葉,広葉樹,羽状複葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.196 OCR候補。公開前に要確認,196,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,フジキ属,Cladrastis,,羽状複葉;複葉,互生,全縁,,羽状複葉互生;羽状複葉;全縁;落葉樹,落葉;羽状複葉;複葉;互生;全縁
hayashi-2019-s099-r,ユクノキ,,マメ科,Cladrastis,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.197 OCR候補。公開前に要確認,197,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,フジキ属,Cladrastis,,羽状複葉;複葉,,,,●羽状複葉;落葉樹,落葉;羽状複葉;複葉
hayashi-2019-s100-l,エンジユ,,マメ科,Styphnolobium,落葉,広葉樹,羽状複葉,互生,,,林将之 (2019)『樹木の葉』 p.198 OCR候補。公開前に要確認,198,needs_review,high,scientific_name_to_be_filled_later,マメ科,Fabaceae,エンジュ属,Styphnolobium,,羽状複葉;複葉,互生,,,・羽状複葉互生;羽状複葉;全縁落葉樹,落葉;羽状複葉;複葉;互生
hayashi-2019-s100-r,ハリエンジユ,,マメ科,Robinia,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.199 OCR候補。公開前に要確認,199,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ハリエンジュ属,Robinia,,羽状複葉;複葉,,,,羽状複葉;全縁落葉樹,落葉;羽状複葉;複葉
hayashi-2019-s101-l,イヌエンジユ,,マメ科,Maackia,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.200 OCR候補。公開前に要確認,200,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,イヌエンジュ属,Maackia,,羽状複葉;複葉,,,,羽状複葉;落葉樹,落葉;羽状複葉;複葉;浅裂
hayashi-2019-s101-r,シマエンジユ,,マメ科,Maackia,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.201 OCR候補。公開前に要確認,201,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,イヌエンジュ属,Maackia,,羽状複葉;複葉,,,,羽状複葉;落葉樹,落葉;羽状複葉;複葉
hayashi-2019-s102-l,イタチハギ,,マメ科,Amorpha,落葉,広葉樹,羽状複葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.202 OCR候補。公開前に要確認,202,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,イタチハギ属,Amorpha,,羽状複葉;複葉,互生,全縁,,●羽状複葉互生;羽状複葉;全縁;落葉樹,落葉;羽状複葉;複葉;互生;全縁
hayashi-2019-s102-r,トウコマツナギ,,マメ科,Indigofera,落葉,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.203 OCR候補。公開前に要確認,203,needs_review,high,scientific_name_to_be_filled_later,マメ科,Fabaceae,コマツナギ属,Indigofera,,羽状複葉;複葉,,,,羽状複葉;全縁落葉樹;落葉樹,落葉;羽状複葉;複葉
hayashi-2019-s103-l,ニワフジ,,マメ科,Indigofera/Caragana,落葉,広葉樹,羽状複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.204 OCR候補。公開前に要確認,204,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,コマツナギ属,Indigofera/Caragana,,羽状複葉;複葉,,全縁,,羽状複葉;全縁落葉樹;全縁;落葉樹,落葉;羽状複葉;複葉;全縁
hayashi-2019-s103-r,ムラサキナツフジ,,マメ科,Callerya/Wisteria,常緑;落葉,広葉樹,羽状複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.205 OCR候補。公開前に要確認,205,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ムラサキナツフジ属,Callerya/Wisteria,,羽状複葉;複葉,,全縁,,羽状複葉;全縁;常緑樹;●羽状複葉;落葉樹,常緑;落葉;羽状複葉;複葉;全縁
hayashi-2019-s104-l,フジ,,マメ科,Wisteria,落葉,広葉樹,羽状複葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.206 OCR候補。公開前に要確認,206,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,フジ属,Wisteria,,羽状複葉;複葉,互生,全縁,,●羽状複葉互生;羽状複葉;全縁;落葉樹,落葉;羽状複葉;複葉;互生;全縁
hayashi-2019-s104-r,ヤマフジ,,マメ科,Wisteria,落葉,広葉樹,羽状複葉,互生,,,林将之 (2019)『樹木の葉』 p.207 OCR候補。公開前に要確認,207,needs_review,high,scientific_name_to_be_filled_later,マメ科,Fabaceae,フジ属,Wisteria,,羽状複葉;複葉,互生,,,羽状複葉;互生;落葉樹,落葉;羽状複葉;複葉;互生
hayashi-2019-s105-l,サイカチ,,マメ科,Gleditsia,落葉,広葉樹,羽状複葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.208 OCR候補。公開前に要確認,208,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,サイカチ属,Gleditsia,,羽状複葉;複葉,互生,,鋸歯,羽状複葉互生;羽状複葉;全縁・鋸歯緑落葉樹,落葉;羽状複葉;複葉;互生;全縁;鋸歯
hayashi-2019-s105-r,ジャケツイバラ,,マメ科,Caesalpinia,落葉,広葉樹,羽状複葉,互生,,,林将之 (2019)『樹木の葉』 p.209 OCR候補。公開前に要確認,209,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ジャケツイパラ属,Caesalpinia,,羽状複葉;複葉,互生,,,昭羽状複葉互生;全縁落葉樹,落葉;羽状複葉;複葉;互生
hayashi-2019-s106-l,ネムノキ,,マメ科,Albizia,落葉,広葉樹,羽状複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.210 OCR候補。公開前に要確認,210,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ネムノキ属,Albizia,,羽状複葉;複葉,,全縁,,羽状複葉;全縁;落葉樹,落葉;羽状複葉;複葉;全縁
hayashi-2019-s106-r,フサアカシア,,マメ科,Acacia,常緑,広葉樹,羽状複葉,,,,林将之 (2019)『樹木の葉』 p.211 OCR候補。公開前に要確認,211,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,アカシア属,Acacia,,羽状複葉;複葉,,,,羽状複葉;常緑樹,常緑;羽状複葉;複葉
hayashi-2019-s107-l,ギンヨウアカシア,,マメ科,Acacia,常緑,広葉樹,羽状複葉;単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.212 OCR候補。公開前に要確認,212,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,アカシア属,Acacia,,羽状複葉;不分裂葉;分裂葉;複葉,,全縁,,羽状複葉;全縁;常緑樹;不分裂葉,常緑;羽状複葉;不分裂葉;分裂葉;複葉;全縁
hayashi-2019-s107-r,ブルーブッシュアカシア,,マメ科,AcAcacia,常緑,広葉樹,単葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.213 OCR候補。公開前に要確認,213,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,アカシア属,AcAcacia,,不分裂葉;分裂葉,,全縁,,不分裂葉;全縁;常緑樹,常緑;羽状複葉;不分裂葉;分裂葉;複葉;全縁;鋸歯
hayashi-2019-s108-l,パールアカシア,,マメ科,Acacia,常緑,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.214 OCR候補。公開前に要確認,214,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,アカシア属,Acacia,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;常緑樹,常緑;不分裂葉;分裂葉;互生;全縁
hayashi-2019-s108-r,アメリカデイゴ,,マメ科,Erythrina,落葉,広葉樹,三出複葉,,,,林将之 (2019)『樹木の葉』 p.215 OCR候補。公開前に要確認,215,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,デイゴ属,Erythrina,,三出複葉;複葉,,,,三出複葉;全縁落葉樹;落葉樹,落葉;三出複葉;複葉
hayashi-2019-s109-l,クズ,,マメ科,Pueraria,落葉,広葉樹,三出複葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.216 OCR候補。公開前に要確認,216,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,クズ属,Pueraria,,三出複葉;複葉,互生,全縁,,……三出後葉互生全縁;三出複葉互生;三出複葉;全縁;落葉樹,落葉;三出複葉;複葉;互生;全縁;切れ込み
hayashi-2019-s109-r,キングサリ,,マメ科,Laburnum/Euchresta,常緑;落葉,広葉樹,三出複葉,,,,林将之 (2019)『樹木の葉』 p.217 OCR候補。公開前に要確認,217,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,キングサリ属,Laburnum/Euchresta,,三出複葉;複葉,,,,"""三出複葉;全縁落葉樹;落葉樹;二出複葉;全縁常緑樹;常緑樹",常緑;落葉;三出複葉;複葉
hayashi-2019-s110-l,ミソナオシ,,マメ科,Ohwia/Cytisus,常緑;落葉,広葉樹,三出複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.218 OCR候補。公開前に要確認,218,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ミソナオシ属,Ohwia/Cytisus,,三出複葉;複葉,,全縁,,"""三出複葉;全縁;落葉樹",常緑;落葉;三出複葉;不分裂葉;分裂葉;複葉;全縁
hayashi-2019-s110-r,キハギ,,マメ科,Lespedeza,落葉,広葉樹,三出複葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.219 OCR候補。公開前に要確認,219,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ハギ属,Lespedeza,,三出複葉;複葉,互生,全縁,,三出複葉 互生;全縁;落葉樹,落葉;三出複葉;複葉;互生;全縁
hayashi-2019-s111-l,ヤマハギ,,マメ科,Lespedeza,落葉,広葉樹,三出複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.220 OCR候補。公開前に要確認,220,needs_review,high,scientific_name_to_be_filled_later,マメ科,Fabaceae,ハギ属,Lespedeza,,三出複葉;複葉,,全縁,,三出複葉;全縁;落葉樹,落葉;三出複葉;複葉;全縁
hayashi-2019-s111-r,ミヤギノハギ,,マメ科,Lespeza,落葉,広葉樹,三出複葉,,全縁,なし,林将之 (2019)『樹木の葉』 p.221 OCR候補。公開前に要確認,221,needs_review,high,scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ハギ属,Lespeza,,三出複葉;複葉,,全縁,,三出複葉;全縁;落葉樹,落葉;三出複葉;複葉;全縁
hayashi-2019-s112-l,ハナズオウ,,マメ科,Cercis,落葉,広葉樹,単葉,互生,全縁,なし,林将之 (2019)『樹木の葉』 p.222 OCR候補。公開前に要確認,222,needs_review,medium,low_mean_ocr_confidence;scientific_name_to_be_filled_later,マメ科,Fabaceae,ハナズオウ属,Cercis,,不分裂葉;分裂葉,互生,全縁,,不分裂葉 互生;不分裂葉;全縁;落葉樹,落葉;不分裂葉;分裂葉;単葉;互生;全縁
hayashi-2019-s112-r,ハカマカズラ,,マメ科,Phanera/Rosaceae,常緑;落葉,広葉樹,単葉,,全縁;鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.223 OCR候補。公開前に要確認,223,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,マメ科,Fabaceae,ハカマカズラ属,Phanera/Rosaceae,,不分裂葉;分裂葉,,全縁,鋸歯,全縁;常緑樹;不分裂葉;鋸歯縁;落葉樹,常緑;落葉;不分裂葉;分裂葉;全縁;切れ込み;鋸歯
hayashi-2019-s113-l,ソメイヨシノ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.224 OCR候補。公開前に要確認,224,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
hayashi-2019-s113-r,ヤマザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.225 OCR候補。公開前に要確認,225,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s114-l,カスミザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.226 OCR候補。公開前に要確認,226,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;不分裂葉 互生;▽鋸歯線落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
hayashi-2019-s114-r,オオヤマザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.227 OCR候補。公開前に要確認,227,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯線;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
hayashi-2019-s115-l,オオシマザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.228 OCR候補。公開前に要確認,228,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;不分裂葉 互生;鋸歯緑落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s115-r,サトザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.229 OCR候補。公開前に要確認,229,needs_review,high,scientific_name_to_be_filled_later,バラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;不分裂葉互生;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s116-l,カンヒザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.230 OCR候補。公開前に要確認,230,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
hayashi-2019-s116-r,シナミザクラ,,バラ科,Cerasus,,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.23 OCR候補。公開前に要確認,23,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サクラ属,Cerasus,,,,,鋸歯,ノ鋸歯は鈍い,鋸歯
hayashi-2019-s117-l,エドヒガン,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.232 OCR候補。公開前に要確認,232,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;の鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s117-r,マメザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.233 OCR候補。公開前に要確認,233,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯線;落葉樹;電鋸歯は,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
hayashi-2019-s118-l,コヒガンザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.234 OCR候補。公開前に要確認,234,needs_review,high,scientific_name_to_be_filled_later;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
hayashi-2019-s118-r,タカネザクラ,,バラ科,Cerasus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.235 OCR候補。公開前に要確認,235,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,サクラ属,Cerasus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;鋸歯緑落葉樹;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
hayashi-2019-s119-l,ヒマラヤザクラ,,バラ科,Cerasus/Padus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.236 OCR候補。公開前に要確認,236,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,サクラ属,Cerasus/Padus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s119-r,イヌザクラ,,バラ科,Padus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.237 OCR候補。公開前に要確認,237,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ウワミズザクラ属,Padus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯縁落葉樹;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s120-l,ウワミズザクラ,,バラ科,Padus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.238 OCR候補。公開前に要確認,238,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ウワミズザクラ属,Padus,,不分裂葉;分裂葉,互生,,,不分裂葉互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s120-r,エゾノウワミズザクラ,,バラ科,Padus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.239 OCR候補。公開前に要確認,239,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ウワミズザクラ属,Padus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;}鋸歯緑落葉樹;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s121-l,バクチノキ,,バラ科,Laurocerasus,常緑,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.240 OCR候補。公開前に要確認,240,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,バクチノキ属,Laurocerasus,,不分裂葉;分裂葉,,,,不分裂葉;常緑樹,常緑;不分裂葉;分裂葉;鋸歯
hayashi-2019-s121-r,セイヨウバクチノキ,,バラ科,Laurocerasus,常緑,広葉樹,単葉,互生,全縁;鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.241 OCR候補。公開前に要確認,241,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,バクチノキ属,Laurocerasus,,不分裂葉;分裂葉,互生,全縁,鋸歯,不分裂葉;一互生;鋸歯縁・全縁;常緑樹,常緑;広葉;不分裂葉;分裂葉;互生;全縁;鋸歯
hayashi-2019-s122-l,モモ,,バラ科,Prunus,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.242 OCR候補。公開前に要確認,242,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s122-r,ユスラウメ,,バラ科,Prunus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.243 OCR候補。公開前に要確認,243,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生;不分裂葉;鋸歯緑 落葉樹;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
hayashi-2019-s123-l,ウメ,,バラ科,Prunus,落葉,広葉樹,単葉,,,,林将之 (2019)『樹木の葉』 p.244 OCR候補。公開前に要確認,244,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,,,,不分裂葉;落葉樹,落葉;不分裂葉;分裂葉
hayashi-2019-s123-r,アンズ,,バラ科,Prunus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.245 OCR候補。公開前に要確認,245,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;鋸歯緑落葉樹;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;鋸歯
hayashi-2019-s124-l,スモモ,,バラ科,Prunus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.246 OCR候補。公開前に要確認,246,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,スモモ属,Prunus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;落葉樹;鋸歯は鈍い,落葉;不分裂葉;分裂葉;重鋸歯;鋸歯
hayashi-2019-s124-r,ザイフリボク,,バラ科,Amelanchier,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.247 OCR候補。公開前に要確認,247,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,ザイフリボク属,Amelanchier,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉;一互生;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;鋸歯
hayashi-2019-s125-l,カマツカ,,バラ科,Pourthiaea,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.248 OCR候補。公開前に要確認,248,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,カマツカ属,Pourthiaea,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;互生;鋸歯緑落葉樹;落葉樹;互生する,落葉;不分裂葉;分裂葉;互生;束生;鋸歯
hayashi-2019-s125-r,セイヨウカマツカ,,バラ科,Aronia,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.249 OCR候補。公開前に要確認,249,needs_review,high,scientific_name_to_be_filled_later,バラ科,Rosaceae,アロニア属,Aronia,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;落葉樹,落葉;不分裂葉;分裂葉;互生
hayashi-2019-s126-l,ヤマブキ,,バラ科,Kerria,落葉,広葉樹,単葉,互生,,,林将之 (2019)『樹木の葉』 p.250 OCR候補。公開前に要確認,250,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,ヤマブキ属,Kerria,,不分裂葉;分裂葉,互生,,,不分裂葉 互生;不分裂葉;落葉樹,落葉;不分裂葉;分裂葉;互生;重鋸歯;鋸歯
hayashi-2019-s126-r,シロヤマブキ,,バラ科,Rhodotypos,落葉,広葉樹,単葉,対生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.251 OCR候補。公開前に要確認,251,needs_review,medium,low_mean_ocr_confidence;scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,シロヤマプキ属,Rhodotypos,,不分裂葉;分裂葉,対生,,鋸歯,不分裂葉;対生;鋸歯線落葉樹;落葉樹,落葉;不分裂葉;分裂葉;対生;鋸歯
hayashi-2019-s127-l,アズキナシ,,バラ科,Aria,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.252 OCR候補。公開前に要確認,252,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,アズキナシ属,Aria,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉互生 鋸歯緑;不分裂葉 互生;不分裂葉;一鋸歯;落葉樹,落葉;羽状複葉;不分裂葉;分裂葉;複葉;互生;束生;重鋸歯;鋸歯
hayashi-2019-s127-r,ウラジロノキ,,バラ科,Aria,落葉,広葉樹,単葉,束生,,,林将之 (2019)『樹木の葉』 p.253 OCR候補。公開前に要確認,253,needs_review,high,scientific_name_excluded_from_public_candidate,バラ科,Rosaceae,アズキナシ属,Aria,,不分裂葉;分裂葉,束生,,,不分裂葉;落葉樹;つ束生する,落葉;不分裂葉;分裂葉;束生;重鋸歯;鋸歯
hayashi-2019-s128-l,ズミ,,バラ科,Malus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.254 OCR候補。公開前に要確認,254,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus,,不分裂葉;分裂葉,互生,,鋸歯,分裂葉・不分裂葉互生〃鋸歯緑;分裂葉・不分裂葉;鋸歯縁;落葉樹,落葉;不分裂葉;分裂葉;互生;束生;切れ込み;鋸歯
hayashi-2019-s128-r,エゾノコリンゴ,,バラ科,Malus,落葉,広葉樹,単葉,,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.255 OCR候補。公開前に要確認,255,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus,,不分裂葉;分裂葉,,,鋸歯,不分裂葉;}鋸歯縁落葉樹;落葉樹;鋸歯はや,落葉;不分裂葉;分裂葉;互生;束生;鋸歯
hayashi-2019-s129-l,ハナカイドウ,,バラ科,Malus,落葉,広葉樹,単葉,互生,鋸歯縁,あり,林将之 (2019)『樹木の葉』 p.256 OCR候補。公開前に要確認,256,needs_review,high,scientific_name_excluded_from_public_candidate;family_corrected_by_rule,パラ科,Rosaceae,リンゴ属,Malus,,不分裂葉;分裂葉,互生,,鋸歯,不分裂葉 互生;不分裂葉;落葉樹;の葉で鋸歯,落葉;不分裂葉;分裂葉;互生;鋸歯
